time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
35.29612,0.1128,1.248,0.4473,347.4282,49.2995,11.9971
35.31176,0.1195,1.2423,0.4717,340.5827,50.89,7.5522
35.3228,0.1002,1.2842,0.3287,4.6857,48.0821,32.6014
35.33245,0.1058,1.2649,0.3497,358.3123,49.3263,29.6896
35.34169,0.1113,1.2526,0.3683,353.596,50.6969,27.45
35.35265,0.1025,1.2769,0.305,3.0275,49.6844,29.4744
35.36422,0.1122,1.2552,0.3312,355.8383,51.7071,26.6119
35.38838,0.1236,1.2409,0.3529,349.9175,53.5337,24.2839
35.39968,0.1573,1.2238,0.4025,336.2364,58.5689,18.0781
35.40923,0.1709,1.22,0.413,331.6522,59.9437,16.2002
35.41913,0.1812,1.221,0.4254,327.5455,62.1448,13.4937
35.42995,0.1032,1.2726,0.2279,3.2136,52.7879,24.7154
35.44265,0.1025,1.2621,0.2388,359.5793,53.5725,22.1069
35.45218,0.0998,1.256,0.2474,357.0875,54.2066,19.7513
35.46385,0.1349,1.2371,0.2073,3.7176,55.4495,22.7958
35.4742,0.1325,1.2315,0.2134,1.7909,55.421,20.8569
35.486,0.1316,1.2254,0.2183,359.5444,55.2164,19.0455
35.49686,0.1321,1.2206,0.2205,357.7348,54.9053,17.9365
35.50772,0.1788,1.2054,0.1837,5.5255,56.5501,26.6167
35.52035,0.1814,1.2003,0.1857,3.5815,55.9487,25.7452
35.52997,0.1833,1.1967,0.1876,2.0667,55.5482,25.0795
35.54166,0.1847,1.1929,0.1903,0.4507,55.2126,24.2533
35.55326,0.1849,1.1902,0.1929,359.2495,55.0223,23.5094
35.56414,0.1849,1.1875,0.1967,357.8876,54.9581,22.612
35.57468,0.2313,1.1838,0.1652,6.3659,57.6717,24.5858
35.58721,0.2325,1.1814,0.1681,5.0272,57.8496,23.9041
35.59817,0.234,1.1798,0.1702,3.9711,58.1143,23.4632
35.60902,0.299,1.182,0.1706,6.8319,58.5836,21.0275
35.62147,0.3003,1.1816,0.1719,5.8658,58.7661,20.657
35.63101,0.3005,1.1811,0.173,5.2593,58.8293,20.3291
35.64213,0.3002,1.1803,0.175,4.5928,58.8429,19.8249
35.65344,0.2994,1.1797,0.1776,4.0514,58.8115,19.2511
35.66524,0.2981,1.1791,0.1813,3.4206,58.8078,18.4814
35.6753,0.2967,1.1786,0.1847,2.8493,58.911,17.713
35.68668,0.3937,1.2131,0.1596,5.8533,58.3716,20.4632
35.69766,0.3921,1.2123,0.1604,5.4312,58.6873,19.8211
35.70856,0.391,1.2117,0.1611,5.0504,59.0103,19.2947
35.72001,0.4143,1.2265,0.1498,4.1124,59.0912,20.8239
35.73089,0.4131,1.226,0.151,3.6514,59.3631,20.1786
35.74178,0.4121,1.2255,0.1524,3.2887,59.5284,19.6216
35.75336,0.4106,1.2246,0.1553,2.8574,59.5998,18.7934
35.76555,0.409,1.2238,0.1588,2.5039,59.603,17.971
35.77524,0.4073,1.2231,0.1623,2.1158,59.6427,17.0894
35.78706,0.406,1.2227,0.1643,1.8516,59.7185,16.4956
35.79779,0.4263,1.2404,0.1347,2.9471,59.871,20.1896
35.80956,0.4254,1.2403,0.1346,2.7957,59.9882,19.942
35.81933,0.4247,1.2404,0.1335,2.661,60.1434,19.8468
35.83148,0.435,1.2498,0.1278,2.2938,61.3099,18.7507
35.84224,0.4347,1.2502,0.127,2.182,61.3184,18.7729
35.85346,0.4345,1.2509,0.1266,2.0107,61.249,18.8003
35.86578,0.4343,1.2514,0.1275,1.8081,61.1077,18.684
35.87531,0.4389,1.2571,0.1238,1.3212,61.1424,18.1715
35.8873,0.4386,1.2574,0.1258,1.0357,60.9924,17.8576
35.89814,0.438,1.2577,0.1277,0.7456,60.937,17.4448
35.90913,0.437,1.2575,0.1288,0.5647,61.0075,17.0293
35.92035,0.4357,1.2571,0.1292,0.3914,61.2376,16.5343
35.93102,0.4346,1.2568,0.1287,0.2606,61.5325,16.1784
35.94209,0.4454,1.2685,0.1189,0.1937,61.9573,17.5073
35.95412,0.4446,1.2683,0.1181,0.0668,62.1942,17.2474
35.96475,0.4441,1.268,0.1187,359.9192,62.2391,16.9349
35.97581,0.4472,1.2717,0.1176,0.1937,61.9573,17.5073
35.9882,0.4471,1.2715,0.1207,359.8924,61.6962,17.0413
35.9986,0.4472,1.2713,0.1236,359.6372,61.3962,16.6892
36.00876,0.4475,1.2712,0.1276,359.3385,60.9204,16.3024
36.01986,0.4478,1.2711,0.1311,359.1208,60.4369,16.0551
36.03115,0.4483,1.271,0.1356,358.9383,59.7468,15.8708
36.04209,0.4486,1.2707,0.1395,358.8654,59.0511,15.8162
36.05419,0.4477,1.274,0.1169,359.2242,61.8121,16.9266
36.06462,0.4484,1.2736,0.1235,359.2426,60.6896,16.8929
36.07537,0.4493,1.2733,0.1333,359.2911,59.0551,16.9357
36.08674,0.4498,1.2765,0.1276,358.2519,61.6764,16.3473
36.09807,0.4512,1.2775,0.1388,358.3804,59.7595,16.698
36.10895,0.4532,1.28,0.1538,358.6552,57.0744,17.5131
36.121,0.455,1.2835,0.1675,359.0619,54.5177,18.6234
36.13182,0.4577,1.2897,0.1857,359.7321,51.1962,20.4139
36.14269,0.4591,1.2959,0.2035,0.6141,48.1119,22.0923
36.15495,0.4576,1.3021,0.2276,2.5713,44.1411,24.046
