time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
38.81329,0.1538,1.4935,2.4674,317.4115,260.671,48.3406
38.82599,0.1556,1.496,2.4558,319.042,255.4509,56.3795
38.83663,0.1578,1.4981,2.4462,321.342,251.176,63.2085
38.84802,0.1601,1.5001,2.4368,324.1099,247.2285,69.8508
38.85746,0.163,1.5027,2.4258,328.2113,243.0286,77.4608
38.86814,0.1661,1.5052,2.4153,332.9933,239.5137,84.6434
38.87959,0.1689,1.5074,2.4069,311.4922,262.3491,42.5788
38.89076,0.1723,1.51,2.3966,314.3882,254.7178,52.7914
38.90194,0.175,1.5118,2.3877,317.1382,249.5741,59.8214
38.913,0.1776,1.5131,2.3767,320.3721,244.4093,66.9586
38.92405,0.1795,1.5137,2.366,304.2186,251.3799,54.7286
38.93567,0.1806,1.5136,2.3572,305.6132,244.9904,62.0954
38.96098,0.1813,1.5125,2.3468,296.7433,232.7696,77.4478
38.97219,0.1825,1.511,2.329,301.0684,218.32,93.0082
38.98084,0.181,1.5062,2.3222,302.4584,211.6436,99.1901
38.9907,0.1805,1.5043,2.3178,304.1964,207.6769,102.6117
39.00232,0.1797,1.5027,2.3141,306.2851,203.7492,105.6162
39.01372,0.1784,1.5012,2.3112,308.8251,199.5144,108.3687
39.02466,0.177,1.5002,2.31,291.3747,207.6811,108.4101
39.03521,0.1757,1.4999,2.3105,293.0594,202.3501,112.2363
39.04644,0.1739,1.5004,2.3129,294.872,196.485,116.3549
39.05711,0.1723,1.5018,2.3169,296.1335,191.7115,119.7736
39.06856,0.1701,1.5046,2.3241,291.2315,176.6841,145.3996
39.07977,0.1681,1.5076,2.3324,291.5241,170.7018,150.1585
39.09149,0.1652,1.5118,2.3452,290.8609,162.789,156.5823
39.10173,0.1618,1.517,2.3617,289.0595,153.4155,164.4126
39.11325,0.1586,1.5218,2.3785,286.6287,142.7943,173.6452
39.12441,0.1542,1.5269,2.4016,282.8701,120.9902,193.7252
39.13581,0.1508,1.5305,2.4227,296.4963,152.0258,169.7872
39.14684,0.1477,1.5332,2.4483,286.7348,137.1694,183.0869
39.15837,0.1459,1.5341,2.4684,279.9348,98.2054,220.863
39.16985,0.1443,1.5343,2.4922,300.4885,140.3711,178.2204
39.18019,0.1434,1.5345,2.5097,290.4802,118.6691,199.0302
39.19117,0.1444,1.5358,2.5285,286.7467,61.0291,255.0302
39.20235,0.1485,1.5385,2.5469,298.128,19.7557,293.857
39.21368,0.1544,1.5416,2.5623,297.8592,128.7289,184.8739
39.22475,0.1603,1.5436,2.5767,290.359,98.3284,214.9142
39.23581,0.1573,1.5411,2.5909,293.3389,69.2274,247.8541
39.24751,0.1497,1.53,2.6032,296.6262,67.2042,255.2661
39.2584,0.1433,1.5171,2.6114,293.825,72.6857,254.6575
39.2697,0.1403,1.5036,2.618,287.1179,77.3997,253.5262
39.2794,0.1405,1.4963,2.6207,281.6068,141.3402,165.5297
39.29126,0.1404,1.4903,2.621,280.2646,170.3085,137.3702
39.3025,0.14,1.483,2.619,281.7617,180.8944,126.7586
39.31389,0.1402,1.4763,2.6167,283.3127,176.8187,129.7074
39.32473,0.1421,1.4679,2.6134,287.8168,271.4908,31.3536
39.33559,0.1447,1.4618,2.6101,286.0234,265.4079,34.4499
39.34685,0.1482,1.4559,2.6056,284.4937,258.9546,37.2344
39.35874,0.1509,1.4519,2.6013,311.6759,279.0108,13.8498
39.36893,0.1539,1.4484,2.5957,311.2348,276.433,13.7709
39.37987,0.1557,1.4468,2.5904,311.4675,274.7319,13.9935
39.39064,0.157,1.4463,2.583,312.187,272.9835,14.9874
39.40475,0.1565,1.4477,2.5736,313.184,271.5944,16.8118
39.41428,0.1561,1.4488,2.5659,314.2112,270.7094,18.8031
39.42467,0.1565,1.4501,2.5573,315.582,269.8525,21.3159
39.43612,0.157,1.4521,2.5496,322.0927,279.033,32.6759
39.44689,0.158,1.4555,2.54,323.2583,277.9361,35.5661
39.45776,0.159,1.4589,2.5316,324.0361,276.7116,38.2232
39.46932,0.1602,1.4631,2.5208,318.8172,274.4462,35.1987
39.48017,0.1611,1.4671,2.5098,318.8732,271.4446,39.7228
39.49136,0.1617,1.4703,2.5003,318.7999,268.5625,43.8702
39.50248,0.1625,1.4744,2.4884,318.9596,264.7246,49.2407
