time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
40.27989,0.1871,1.266,2.1056,319.0618,191.3229,170.5312
40.31553,0.1789,1.2136,2.1393,329.5573,192.0372,172.9021
40.32714,0.1584,1.1365,2.2358,350.3337,195.2718,179.5696
40.33671,0.1298,1.1193,2.2554,353.5925,194.9022,184.3114
40.3613,0.1159,1.2285,2.0804,357.2657,194.7031,186.8501
40.37186,0.1068,1.1848,2.1151,5.3413,193.7144,191.546
40.38175,0.1274,1.1723,2.1319,8.5271,189.8997,190.401
40.39156,0.0175,1.2195,2.1195,11.156,187.8277,189.8585
40.40139,0.0302,1.2093,2.1312,13.6995,185.6888,188.8181
40.41301,0.0455,1.2019,2.1461,16.0845,183.3121,187.1275
40.42374,-0.0701,1.2366,2.1679,17.0142,181.8407,186.2524
40.43496,-0.0713,1.2463,2.1713,16.2441,180.7973,186.9538
40.44621,-0.0784,1.2637,2.1701,13.9627,180.499,188.5906
40.45736,-0.0873,1.2912,2.1671,9.8927,180.1023,190.6038
40.46825,-0.09,1.3173,2.1645,5.5566,179.285,191.4172
40.47949,-0.0854,1.3547,2.1607,358.746,177.5463,191.2311
40.49006,-0.0756,1.3912,2.1559,351.6293,175.7347,190.2551
40.50225,-0.1797,1.279,2.3094,340.4673,173.6429,188.7046
40.51307,-0.1638,1.3123,2.2737,328.9433,172.094,187.4828
40.52324,-0.1436,1.3697,2.2367,314.149,170.7216,186.1349
40.53428,-0.2182,1.3006,2.3806,296.8353,169.2793,184.7076
40.54565,-0.1856,1.3381,2.3208,281.4672,170.7622,179.354
40.55594,-0.1411,1.393,2.2722,274.7702,315.0944,30.3196
40.5699,-0.0969,1.4659,2.2483,292.0385,328.0835,13.5314
40.57983,-0.0924,1.5281,2.2614,307.1531,329.9008,12.1687
40.58913,-0.1141,1.5365,2.2831,313.022,330.7767,15.0526
40.60049,-0.1473,1.5048,2.3148,314.9973,331.1277,21.2061
40.61145,-0.1911,1.2731,2.4661,316.5972,331.3091,30.3666
40.62168,-0.1815,1.2337,2.4909,319.4645,330.606,37.553
40.63344,-0.1728,1.2174,2.4955,321.9125,330.4041,40.4091
40.64492,-0.0686,1.1942,2.4172,322.2942,330.3615,40.8607
40.65525,-0.0701,1.1837,2.4208,320.7553,329.8008,40.4306
40.66681,-0.0714,1.1749,2.4218,318.1157,328.8525,38.5103
40.67775,-0.072,1.1713,2.4198,316.34,328.2841,36.7041
40.68888,0.1181,1.1067,2.3483,313.8752,327.2397,34.1853
40.69979,0.1231,1.0973,2.351,312.8547,326.1427,34.0673
40.71105,0.1334,1.0857,2.3556,312.3203,324.0579,36.3119
40.72152,0.1435,1.0778,2.3596,312.3802,322.1694,39.2245
40.73298,0.1533,1.0702,2.3626,312.7115,320.4488,42.4144
40.74416,0.16,1.0651,2.3629,313.1253,319.4211,44.5652
40.755,0.2606,1.1246,2.2897,313.4927,318.8995,45.5321
40.76658,0.2653,1.1236,2.2876,313.8779,318.3515,46.0835
40.778,0.2705,1.1237,2.286,314.2332,317.8341,46.25
40.78846,0.2781,1.1257,2.2839,314.8085,317.1665,46.2887
40.8007,0.3112,1.2042,2.259,315.3376,316.7397,46.2366
40.81127,0.3171,1.2078,2.2567,316.006,316.3549,46.1941
40.82177,0.3215,1.2112,2.2545,316.616,316.0286,46.3519
40.83289,0.3255,1.2148,2.2517,317.2807,315.68,46.748
40.84497,0.3278,1.2158,2.2492,317.6656,315.4571,47.1726
40.85541,0.329,1.2151,2.2475,317.7919,315.3448,47.4372
40.86646,0.2959,1.2213,2.2621,317.8563,315.2179,47.6545
40.87909,0.2961,1.2215,2.2593,317.8788,315.0949,47.7688
40.88942,0.2972,1.2218,2.2562,317.9167,314.9072,47.8274
40.90089,0.2604,1.2289,2.2816,317.9415,314.7267,47.7808
40.91209,0.2636,1.2279,2.2799,317.9061,314.4102,47.7575
40.92199,0.2666,1.2258,2.2788,317.7322,313.9724,47.9003
40.933,0.269,1.2229,2.2782,317.4488,313.5533,48.127
40.94458,0.2565,1.2412,2.2823,317.0483,313.0239,48.5348
40.95583,0.2584,1.2378,2.2815,316.694,312.5551,48.9556
40.96745,0.2604,1.2335,2.2806,316.2469,311.9793,49.5334
40.97816,0.2624,1.2299,2.2799,315.8727,311.4561,50.0305
40.98938,0.2648,1.2258,2.2791,315.4048,310.8285,50.6127
41.00067,0.2665,1.2216,2.2782,314.8301,310.3384,50.9848
41.01194,0.257,1.2431,2.2785,314.2021,310.0836,51.0099
41.02307,0.258,1.2375,2.2779,313.2352,309.7447,50.9622
41.03341,0.2589,1.2318,2.278,312.3002,309.3596,51.0065
41.04514,0.26,1.2248,2.2783,311.164,308.8219,51.1418
41.05636,0.254,1.2485,2.2703,310.355,308.332,51.3154
41.0674,0.2564,1.2439,2.2697,309.602,307.706,51.5888
41.07845,0.2597,1.2406,2.269,309.0524,306.9876,51.937
41.08926,0.2624,1.2379,2.2684,308.644,306.3283,52.3576
41.1007,0.265,1.2345,2.2677,308.1584,305.5253,53.0086
41.11212,0.2667,1.2309,2.2673,307.6791,304.7971,53.7418
41.12276,0.2463,1.2602,2.2717,306.9198,303.8566,54.8647
41.13403,0.2464,1.2545,2.2716,306.1124,303.0817,55.7856
41.14588,0.2463,1.2472,2.272,305.0004,302.128,56.8214
41.15625,0.2361,1.2573,2.2756,303.9077,301.2983,57.696
41.16692,0.2363,1.253,2.2749,303.1375,300.7635,58.1946
41.17957,0.2375,1.2491,2.2736,302.4134,300.1262,58.6938
41.19019,0.2385,1.2471,2.2724,302.0313,299.7219,59.0545
41.20105,0.2248,1.2597,2.2745,301.533,299.3026,59.4828
41.21215,0.2252,1.2575,2.2727,301.0566,299.0768,59.6939
41.22263,0.2253,1.2548,2.2707,300.3911,298.9893,59.6814
41.2341,0.2254,1.2528,2.2693,299.8906,298.974,59.5826
41.24537,0.2258,1.2489,2.2675,299.0092,298.8398,59.4589
41.25692,0.2264,1.2458,2.2661,298.3717,298.6589,59.4686
41.26825,0.2218,1.2587,2.2694,297.9111,298.6649,59.402
41.27917,0.2218,1.2564,2.2671,297.4128,298.9308,59.1331
41.29007,0.2216,1.2549,2.265,297.0872,299.3335,58.771
41.30099,0.2212,1.2532,2.2623,296.7218,299.9301,58.2508
41.31324,0.2157,1.2475,2.2667,296.4116,300.4135,57.8802
41.32327,0.2156,1.2457,2.2649,296.1997,300.6859,57.7682
41.33461,0.2153,1.2432,2.2631,295.9359,300.937,57.7768
41.34602,0.215,1.2411,2.2615,295.7165,301.2327,57.6844
41.35737,0.2146,1.2392,2.2593,295.46,301.8719,57.1878
41.36833,0.2142,1.2381,2.2571,295.2419,302.6993,56.4089
41.37919,0.2106,1.2374,2.2625,295.0308,304.001,55.1052
41.38992,0.2102,1.2373,2.2592,294.8681,305.4774,53.571
41.40147,0.2101,1.2375,2.2565,294.7902,306.7046,52.2792
41.41265,0.2062,1.232,2.2597,294.7528,307.9021,51.0143
41.42389,0.2067,1.2317,2.2576,294.7462,308.6418,50.2551
41.43507,0.2074,1.2309,2.2555,294.7279,309.2737,49.6771
41.44607,0.2076,1.2298,2.2537,294.6696,309.8474,49.2437
41.4575,0.2046,1.2337,2.2577,294.6028,310.4263,48.8107
41.46839,0.2039,1.2325,2.2559,294.4664,311.2501,48.2089
41.47989,0.2029,1.2319,2.2541,294.3821,312.1352,47.5621
41.49109,0.2016,1.2319,2.2515,294.38,313.3981,46.558
41.50167,0.2007,1.2323,2.2493,294.4518,314.4691,45.6823
41.51303,0.1999,1.2328,2.2468,294.5859,315.5438,44.8851
41.52404,0.2089,1.2293,2.2449,294.7221,316.3787,44.4092
