time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
42.64684,0.2438,1.479,2.4735,324.8445,282.8489,49.1494
42.66026,0.2411,1.483,2.4614,324.9181,276.503,58.1973
42.67187,0.2395,1.4861,2.4509,326.1071,271.4004,66.0173
42.69464,0.2372,1.4895,2.4404,327.9006,267.076,73.6231
42.70608,0.2321,1.4989,2.4159,323.31,286.437,39.5573
42.71519,0.2305,1.5004,2.4056,323.9785,282.2078,49.1532
42.72395,0.2292,1.5028,2.3969,324.9392,278.7694,56.1913
42.73372,0.2277,1.5063,2.3852,326.754,274.6029,65.0752
42.74632,0.2265,1.5096,2.374,317.4826,281.3701,42.8725
42.75653,0.225,1.5127,2.3619,318.8874,275.8955,51.9554
42.76793,0.2236,1.515,2.3513,320.3654,271.6072,59.263
42.78142,0.2217,1.5172,2.3389,307.4255,273.7367,49.6643
42.79013,0.2194,1.5185,2.3272,308.6218,266.3643,59.2119
42.80126,0.2174,1.5191,2.3181,309.758,260.7693,66.3537
42.81175,0.2147,1.5192,2.3078,311.2214,254.6288,74.0123
42.8237,0.2124,1.5188,2.2998,312.4764,250.0897,79.4667
42.83403,0.2098,1.5181,2.2909,314.0784,245.5788,84.6821
42.84518,0.2078,1.5172,2.284,315.4026,242.4742,88.1267
42.85717,0.2056,1.516,2.2766,297.1431,257.8155,67.4266
42.8684,0.204,1.5149,2.271,297.8459,253.2306,71.8408
42.87943,0.2024,1.5136,2.2651,298.7782,248.4244,76.4755
42.8904,0.2013,1.5126,2.2601,289.3609,228.6177,103.9097
42.90142,0.2008,1.512,2.2564,290.6647,224.8646,107.6987
42.9122,0.2006,1.5115,2.2528,292.1802,221.1037,111.747
42.92441,0.2009,1.5113,2.2506,289.8115,188.4332,150.0751
42.93538,0.2018,1.5114,2.2488,291.5517,187.2806,151.6049
42.9467,0.2031,1.512,2.2483,293.031,185.9783,153.265
42.95771,0.2048,1.5132,2.2491,294.1485,184.5922,154.877
42.96802,0.2075,1.5156,2.2521,295.3844,181.867,157.7793
42.97957,0.2105,1.5184,2.2564,296.3763,178.075,161.6988
42.99031,0.2153,1.5229,2.2642,297.1885,172.6159,167.2266
43.00193,0.2211,1.5282,2.2735,297.1087,168.5956,172.067
43.01308,0.2294,1.5351,2.2875,295.7799,160.6242,179.6027
43.02393,0.2376,1.541,2.3031,294.0259,149.2199,190.3297
43.03531,0.2487,1.547,2.3243,291.6843,127.8777,210.7952
43.04612,0.2622,1.5516,2.3467,303.4403,159.3665,181.9863
43.05789,0.2746,1.5542,2.365,295.3662,140.4642,199.9952
43.06902,0.2894,1.5563,2.3852,292.6435,97.9298,241.6424
43.0795,0.3017,1.558,2.4003,300.6284,65.498,272.6514
43.09089,0.3178,1.5622,2.4161,318.2524,43.02,290.903
43.10176,0.3331,1.5664,2.4283,335.4585,31.0692,297.4367
43.11378,0.3558,1.5714,2.4463,305.5045,154.2775,189.4623
43.12707,0.3796,1.5746,2.4664,294.2909,122.5323,217.7593
43.1372,0.3956,1.569,2.486,289.9982,100.3867,240.7737
43.14655,0.3977,1.5549,2.504,285.3421,94.2343,253.5163
43.15771,0.3953,1.5423,2.5148,301.8883,151.0988,193.5999
43.16838,0.3878,1.5318,2.524,291.8673,169.2243,182.6958
43.17981,0.381,1.5239,2.5303,286.3674,199.6708,156.1216
43.19083,0.3748,1.5121,2.5352,283.0674,148.4024,192.0052
43.20112,0.3707,1.4998,2.5375,282.6749,166.0651,175.7339
43.21279,0.3671,1.4843,2.5374,286.2119,173.4051,168.1764
43.22408,0.3661,1.4725,2.5353,289.8629,170.2065,169.6255
43.23462,0.3661,1.4617,2.5314,293.3808,161.3316,175.4981
43.24618,0.3661,1.4544,2.5274,295.2887,152.4577,181.5841
43.25679,0.3651,1.4498,2.5248,295.328,148.4157,184.0365
43.2679,0.362,1.4447,2.5226,285.9606,316.3872,17.3183
43.27905,0.3584,1.4409,2.5215,288.4897,313.9476,19.8356
43.29066,0.3539,1.4368,2.5206,291.5148,311.3803,22.6984
43.30149,0.3505,1.4337,2.5197,316.2437,320.5995,7.2676
43.31236,0.3474,1.4308,2.5184,317.4394,319.4257,8.207
43.3236,0.3452,1.4292,2.517,317.6924,318.5577,8.4433
43.33487,0.3433,1.4282,2.5147,317.3812,317.618,8.2484
43.34674,0.3422,1.4283,2.5123,316.9153,316.7769,7.8831
43.35706,0.3414,1.4295,2.5092,316.1763,315.7317,7.4291
43.36866,0.3405,1.4315,2.5056,328.356,317.9508,42.0492
43.38029,0.3395,1.4335,2.5024,327.5432,316.8408,42.4497
43.3903,0.3377,1.436,2.498,326.5217,315.3228,43.7208
43.40139,0.336,1.4382,2.4939,325.7722,313.8712,45.2254
43.41241,0.3334,1.4417,2.4885,326.8805,314.2172,43.011
43.42344,0.331,1.4451,2.4833,326.4086,312.6492,44.7471
