time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
12.02408,0.2484,1.2178,2.3818,357.8912,14.411,29.7218
12.04381,0.2544,1.2079,2.3928,353.5922,13.4684,28.9231
12.05724,0.2626,1.196,2.4119,347.0749,12.2273,27.89
12.06646,0.2669,1.1886,2.4291,341.4355,11.6799,27.0175
12.07585,0.2537,1.2664,2.3233,5.0456,16.7736,29.9375
12.08526,0.2567,1.2544,2.3309,0.3419,16.4963,29.0429
12.09424,0.2589,1.2458,2.3375,356.6357,16.5115,28.4051
12.10285,0.2608,1.2354,2.3475,351.7298,16.7794,27.4706
12.11332,0.2604,1.2745,2.2998,4.8365,18.9569,27.7543
12.124,0.2614,1.2606,2.3098,359.3558,19.2252,26.316
12.13532,0.2619,1.2478,2.3224,353.7149,19.6996,24.6619
12.14596,0.262,1.263,2.2982,4.4957,21.1496,26.6545
12.15757,0.2637,1.2519,2.3114,358.9052,21.5101,24.9753
12.1682,0.2672,1.2428,2.3275,352.4489,22.1962,23.1537
12.17973,0.2702,1.2374,2.3404,347.4143,22.9953,21.5511
12.20598,0.2712,1.2323,2.3555,341.7576,24.3248,19.1014
12.21967,0.2689,1.2584,2.2766,5.0388,23.8369,27.1415
12.22834,0.2577,1.2431,2.2856,1.6791,23.7471,23.4151
12.23766,0.2518,1.2342,2.2947,358.6967,23.5503,20.8463
12.2473,0.2481,1.2283,2.3032,356.2121,23.1799,18.9344
12.2561,0.2553,1.228,2.3137,6.6485,26.5676,27.6486
12.26691,0.254,1.225,2.3225,4.3347,25.5693,26.1304
12.27846,0.254,1.2231,2.3321,1.7547,24.3208,24.858
12.28942,0.2545,1.2222,2.3413,359.3644,23.0887,23.8778
12.30008,0.2543,1.2219,2.3497,357.3803,22.0506,23.0806
12.31145,0.2539,1.2222,2.3594,355.1273,20.8901,22.2356
12.32267,0.2529,1.2223,2.3666,353.485,20.0484,21.5515
12.33405,0.2311,1.2112,2.3501,6.3632,27.929,27.929
12.34474,0.23,1.2104,2.3543,5.3083,27.3495,27.2042
12.35563,0.2291,1.2095,2.3579,4.2281,26.9561,26.4572
12.36628,0.2036,1.2155,2.4181,5.0051,28.7295,27.6277
12.37766,0.2028,1.2164,2.4213,4.0746,28.5841,26.9093
12.3896,0.2018,1.2171,2.424,3.3662,28.4899,26.2843
12.39958,0.185,1.2355,2.4714,3.1572,27.9403,25.7155
12.41095,0.1817,1.2367,2.4748,2.6154,27.7238,24.7924
12.42195,0.1768,1.2381,2.479,2.0596,27.4123,23.6444
12.43312,0.1728,1.2391,2.4821,1.7036,27.1396,22.7898
12.44375,0.1685,1.2401,2.4852,1.3644,26.8402,21.9621
12.45539,0.1656,1.241,2.4876,1.0868,26.5917,21.4307
12.4663,0.164,1.2416,2.4892,0.8934,26.3786,21.2335
12.47751,0.1693,1.2582,2.5108,0.7505,28.5233,25.1206
12.48898,0.1682,1.2578,2.5115,0.7713,28.1966,25.293
12.49991,0.1654,1.2575,2.5129,0.8591,27.6279,25.3677
12.51125,0.1618,1.2571,2.5147,0.9923,27.0225,25.3174
12.52191,0.1581,1.2782,2.5416,358.9142,29.2728,22.3363
12.53293,0.151,1.2781,2.5449,359.1745,28.3353,22.0017
12.54409,0.1412,1.2777,2.5492,359.5664,26.9778,21.6594
12.55511,0.1311,1.2773,2.5537,0.0055,25.41,21.5905
12.56589,0.123,1.2764,2.557,0.4826,23.9988,21.8322
12.57735,0.1129,1.2749,2.5608,1.2451,22.0241,22.4965
12.58935,0.1347,1.2969,2.5859,358.3871,29.2046,19.8709
12.59931,0.1203,1.2914,2.5912,359.7875,26.5317,21.3895
12.61176,0.1058,1.2856,2.5948,1.4373,23.9892,22.729
12.6224,0.0866,1.278,2.5972,4.079,20.8711,24.2342
12.63344,0.0982,1.3102,2.6405,358.576,28.1059,19.9346
12.6452,0.0785,1.2938,2.6398,3.2898,26.2496,21.6978
12.6551,0.065,1.2726,2.6314,9.5024,26.0134,24.1443
12.66635,0.0607,1.2535,2.6169,15.4759,27.2662,27.4729
12.6774,0.0683,1.2331,2.5881,22.9441,30.8525,34.4035
12.69063,0.0838,1.2224,2.5525,29.1464,35.5991,43.3788
12.70064,0.0441,1.3225,2.7791,0.183,26.9769,18.9686
12.71133,0.0573,1.2751,2.7398,9.0578,26.5176,28.8023
12.72235,0.079,1.2341,2.6693,21.4635,27.3021,42.5052
12.73353,0.0223,1.2994,2.8081,0.773,23.4292,18.8933
12.74498,0.0351,1.2432,2.7341,15.545,19.7949,31.2422
12.75592,0.0622,1.2218,2.6677,28.2003,19.7273,42.2618
12.76623,0.0665,1.2126,2.6413,34.1314,23.4353,46.4256
12.77734,0.0062,1.2457,2.8254,1.5224,18.9876,18.9876
