time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
20.33366,0.1448,1.4828,0.5828,316.8307,327.5279,44.3181
20.34689,0.1461,1.4858,0.5734,324.8661,333.6623,41.0425
20.3578,0.1475,1.4884,0.5659,321.2827,331.7542,41.8655
20.36669,0.1486,1.4914,0.5573,317.1159,329.5344,42.7421
20.37884,0.1495,1.495,0.5463,311.6411,326.5558,43.7445
20.38918,0.1501,1.4992,0.5345,323.0811,331.7842,43.7052
20.4016,0.1502,1.5029,0.5241,317.9379,329.2986,44.1016
20.41166,0.1501,1.5077,0.5112,311.4625,325.4569,45.8495
20.42356,0.1498,1.512,0.5,320.8163,330.876,43.485
20.45024,0.1493,1.5178,0.4862,313.6985,326.831,46.7125
20.46452,0.1472,1.5326,0.4558,299.8331,313.1866,59.5861
20.47441,0.1481,1.5396,0.4379,292.278,293.4748,81.2995
20.483,0.1487,1.5447,0.4261,290.4123,277.8483,97.9024
20.4925,0.1507,1.5489,0.4149,290.6115,262.8476,113.9969
20.50232,0.1527,1.5536,0.4018,316.0779,328.4524,43.8409
20.51207,0.154,1.5579,0.389,311.0791,325.5814,48.1413
20.52401,0.1551,1.5616,0.3756,306.1633,322.2405,52.7074
20.53351,0.1559,1.5652,0.3595,305.6511,321.658,46.0269
20.54504,0.1566,1.5675,0.3464,300.8817,318.1018,50.4834
20.5553,0.1573,1.5693,0.3312,295.4941,312.9763,56.4975
20.56684,0.1578,1.5702,0.3191,291.3997,307.3753,62.6195
20.57925,0.1584,1.5703,0.3051,287.5111,298.6586,71.723
20.59075,0.159,1.5697,0.294,285.2755,289.5674,80.9761
20.60047,0.1599,1.5687,0.2819,283.9018,276.9838,93.6451
20.61194,0.161,1.5673,0.2706,295.162,306.9992,55.4915
20.62228,0.162,1.5661,0.2623,293.7899,302.1725,60.4109
20.63393,0.1632,1.5649,0.2536,292.3804,295.4395,67.2428
20.64481,0.1642,1.564,0.2473,284.7286,266.1138,98.7943
20.65578,0.1653,1.5629,0.2412,284.6563,254.4449,110.3453
20.66703,0.1663,1.5618,0.237,284.698,245.4507,119.2804
20.67985,0.1674,1.5604,0.233,284.8396,236.2996,128.4087
20.68877,0.1688,1.5591,0.2303,289.2982,212.1707,156.8788
20.70047,0.1701,1.5581,0.2292,289.771,208.7348,160.419
20.71157,0.1716,1.5575,0.2295,290.1992,204.9909,164.158
20.72338,0.1728,1.5578,0.2314,290.4752,202.0415,166.9875
20.7338,0.1742,1.5592,0.2357,290.6067,198.7783,169.9031
20.7456,0.1755,1.5614,0.2413,290.3589,196.4756,171.8017
20.75618,0.1773,1.5654,0.2511,300.6198,192.9293,180.5889
20.76746,0.1791,1.5702,0.2623,298.9638,190.7624,182.0237
20.7783,0.1814,1.5778,0.2802,295.6555,186.449,185.3121
20.78949,0.1837,1.5856,0.3032,289.9809,179.0775,191.4851
20.8005,0.1862,1.5914,0.3256,309.6724,188.5321,186.1451
20.81264,0.1911,1.5964,0.3545,297.5651,190.5714,181.8471
20.82307,0.1971,1.599,0.3786,285.4931,202.7438,166.9017
20.83371,0.2061,1.601,0.409,279.0097,295.468,69.9939
20.84631,0.2168,1.6035,0.4394,296.1672,335.866,24.3929
20.85579,0.226,1.6054,0.461,313.1708,341.6445,13.6377
20.86647,0.2364,1.6071,0.4833,315.8016,185.2565,191.5008
20.87834,0.2526,1.6085,0.5103,294.0118,178.3053,191.4445
20.88942,0.2616,1.6017,0.5352,283.28,160.3281,209.7471
20.9001,0.2617,1.5884,0.5578,278.2726,107.0936,269.1885
20.91251,0.2613,1.573,0.5741,313.3676,182.8228,193.8074
20.92282,0.2618,1.5627,0.5831,310.195,199.4186,180.3893
20.93354,0.2639,1.5515,0.5905,310.7608,215.4088,166.3822
20.94556,0.2641,1.5398,0.5953,312.488,220.7065,163.7722
20.9597,0.2621,1.5242,0.5995,313.2913,217.8347,170.3166
20.97037,0.2606,1.5054,0.5994,313.7258,207.1327,182.1096
20.98089,0.2624,1.4945,0.5943,299.5315,182.3614,191.8887
20.99068,0.2653,1.4856,0.5922,300.1053,173.1028,197.3595
21.00079,0.2663,1.4786,0.5908,300.8293,167.6861,200.4076
21.01167,0.267,1.4733,0.5897,272.5587,293.7024,76.833
21.02293,0.2671,1.4684,0.5888,273.3683,287.2903,82.4339
21.03431,0.2666,1.4658,0.5883,275.3155,284.1952,86.0602
21.04475,0.2656,1.4644,0.5881,276.9846,283.7006,87.4277
21.05617,0.2648,1.4641,0.5878,278.4819,285.0504,86.7336
21.06676,0.2647,1.4644,0.5875,279.2321,286.1299,85.7272
21.0793,0.2655,1.4656,0.587,279.4751,286.7535,84.554
21.08953,0.267,1.467,0.5865,308.0913,355.0791,7.486
21.10011,0.2684,1.4685,0.586,307.797,354.3875,7.26
21.1115,0.2701,1.4705,0.5853,307.2445,353.4467,7.3436
21.12256,0.2711,1.4723,0.5845,327.0186,1.1305,16.4318
21.13373,0.2716,1.4747,0.5834,326.309,0.743,17.2218
21.14475,0.2719,1.4771,0.5822,325.7901,0.4492,18.1066
21.15557,0.2722,1.4803,0.5806,326.1417,359.1323,14.6626
21.1672,0.2724,1.4837,0.5787,325.617,358.7706,16.2572
21.17917,0.2726,1.4864,0.5771,325.1279,358.4385,17.5288
21.18909,0.2727,1.4896,0.5751,324.4578,358.1453,18.7176
21.20098,0.2727,1.492,0.5734,323.8065,358.0198,19.3993
21.2121,0.2728,1.4946,0.5714,322.9569,357.8363,19.9842
21.22351,0.2731,1.4966,0.5697,322.2333,357.5762,20.3624
21.23384,0.2735,1.4988,0.5677,326.0011,357.8658,18.7856
21.24536,0.2738,1.5007,0.5658,325.0906,357.7111,18.8508
21.2564,0.2741,1.5021,0.5642,324.4013,357.6433,18.7851
21.26719,0.2743,1.5036,0.5623,323.6888,357.5876,18.6838
