time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
84.44703,0.2782,1.2293,2.3144,354.4388,18.9429,33.8749
84.45797,0.2813,1.2216,2.3181,352.2558,18.7166,33.2296
84.48423,0.285,1.2537,2.295,2.0318,19.9753,35.7587
84.49594,0.2943,1.2414,2.3013,357.7199,18.8906,34.4637
84.50434,0.2923,1.2565,2.2852,2.9604,21.4318,34.8514
84.51333,0.2949,1.2507,2.2869,1.0702,21.1742,34.169
84.52299,0.2969,1.2453,2.2885,359.271,20.9933,33.4586
84.53473,0.2987,1.2409,2.2899,357.5553,20.8294,32.7581
84.54572,0.3007,1.2365,2.2909,355.6247,20.712,31.9663
84.55608,0.3023,1.233,2.292,353.9494,20.6334,31.2876
84.56689,0.3044,1.2285,2.2943,351.7513,20.5604,30.4187
84.5782,0.3077,1.274,2.2544,2.5105,23.6147,33.6996
84.58871,0.31,1.2683,2.2561,0.4761,23.3686,32.7894
84.60062,0.3126,1.2614,2.2589,357.963,23.0557,31.6173
84.61343,0.3142,1.2761,2.2431,3.2034,25.2603,34.2295
84.62193,0.3161,1.2694,2.2456,1.0086,24.9697,33.0402
84.63264,0.3176,1.2618,2.2485,358.3518,24.8107,31.5795
84.64401,0.3184,1.2557,2.2511,356.115,24.811,30.3526
84.65482,0.3177,1.27,2.2307,3.5944,27.7313,34.399
84.66629,0.3183,1.2635,2.233,1.231,27.7853,33.0829
84.67731,0.3193,1.2556,2.2371,358.2878,27.875,31.4467
84.68858,0.3203,1.2492,2.2414,355.7282,27.9704,30.0132
84.699,0.3214,1.2416,2.2481,352.5883,28.1372,28.198
84.7102,0.3221,1.2353,2.2551,349.8646,28.3414,26.5615
84.72144,0.3193,1.2413,2.2375,4.567,30.2713,32.4747
84.73247,0.3207,1.2355,2.2446,1.7397,30.2266,30.8872
84.74416,0.3227,1.2299,2.2528,358.3161,30.4893,29.1143
84.75504,0.3243,1.226,2.2594,355.4231,30.9809,27.6171
84.7664,0.3211,1.2296,2.2406,3.8776,32.6995,32.6995
84.77717,0.3224,1.2244,2.2489,0.5697,33.0561,30.7273
84.78834,0.3235,1.2207,2.2563,357.8387,33.3112,29.0615
84.79953,0.3251,1.2172,2.2656,354.6471,33.6195,27.0972
84.80991,0.3268,1.2152,2.2736,352.0055,33.9301,25.5128
84.82124,0.3291,1.2138,2.283,348.8386,34.4638,23.6087
84.83244,0.3155,1.2151,2.2311,4.6267,35.1768,31.8722
84.84362,0.3169,1.2111,2.2398,1.718,35.3238,29.9505
84.85461,0.3178,1.2081,2.2476,359.3219,35.5025,28.2817
84.86626,0.3185,1.205,2.2575,356.4748,35.8103,26.1983
84.87752,0.306,1.1984,2.2462,4.3679,37.3212,30.7175
84.88846,0.3052,1.1956,2.2564,2.1354,37.176,28.7069
84.89909,0.3032,1.1928,2.2686,359.7647,36.876,26.403
84.91002,0.2893,1.1864,2.2776,4.4807,39.8997,28.809
84.92192,0.2871,1.1848,2.2882,2.5916,39.1993,26.7998
84.93256,0.2854,1.184,2.2959,1.186,38.585,25.397
84.94431,0.2833,1.1833,2.3045,359.6293,37.835,23.898
84.95522,0.2809,1.1826,2.3118,358.2992,37.0519,22.64
84.96567,0.279,1.1821,2.3174,357.2892,36.3709,21.7536
84.97726,0.2765,1.1817,2.3243,356.1282,35.5481,20.7592
84.98832,0.2718,1.1717,2.2947,6.0411,41.3206,27.0706
84.99921,0.2688,1.171,2.3025,5.1243,40.3117,25.9975
85.01049,0.266,1.1706,2.3089,4.4487,39.4987,25.1915
85.02148,0.2549,1.1771,2.3442,5.5619,42.1838,24.5243
85.03262,0.2519,1.1772,2.3497,5.1201,41.3553,23.9986
85.04419,0.2476,1.1776,2.3569,4.6658,40.2983,23.4039
85.05488,0.2423,1.1787,2.3654,4.2749,39.1998,22.7102
85.06624,0.2372,1.18,2.3731,4.0522,38.326,22.0801
85.07726,0.23,1.1818,2.3827,3.9881,37.2499,21.3078
85.08854,0.2333,1.1913,2.4022,6.6113,42.8909,21.1199
85.09904,0.2258,1.1927,2.4104,7.1625,41.6829,21.0375
85.111,0.2192,1.1933,2.4162,7.9946,40.612,21.3411
85.12144,0.21,1.1932,2.4214,9.5905,39.2656,22.0337
85.13278,0.2134,1.2191,2.4721,6.6446,43.7671,17.5342
85.14405,0.204,1.216,2.4746,8.8778,42.525,19.1149
85.1547,0.1927,1.2108,2.4738,12.3159,40.9923,21.912
85.16663,0.1903,1.2468,2.5456,7.6778,42.6975,15.4117
85.17719,0.1804,1.2324,2.5385,12.4399,41.4647,20.3329
85.18936,0.179,1.22,2.5242,17.0473,41.5007,26.0931
85.19924,0.1858,1.208,2.4963,22.8996,43.3117,34.9652
85.21195,0.199,1.2048,2.4547,29.3386,47.5127,46.7703
85.22219,0.2151,1.2159,2.4106,34.4897,53.0367,59.1975
85.23347,0.2277,1.2417,2.3634,39.7256,60.1904,73.8302
85.24419,0.1552,1.261,2.7156,9.0609,40.3176,15.6069
85.25486,0.1538,1.2232,2.6608,18.66,38.4519,26.3009
85.26668,0.1604,1.2019,2.5922,29.921,38.2497,38.5734
85.27999,0.1567,1.233,2.7363,8.1121,36.5451,16.0314
85.28914,0.16,1.2012,2.6958,15.9689,40.1423,22.1887
85.29981,0.1661,1.1843,2.662,20.5026,46.0767,27.4806
85.31203,0.1814,1.1748,2.6366,21.7505,52.7908,33.0904
85.32214,0.2191,1.1728,2.6222,17.8378,59.9894,39.2355
85.33192,0.2549,1.1761,2.6255,12.3446,62.8823,41.8319
85.34418,0.2882,1.1787,2.6306,6.6607,65.5524,43.4377
85.35532,0.1782,1.1324,2.6887,7.1275,29.5278,18.6471
85.36556,0.1691,1.118,2.6951,7.3556,30.4093,16.8242
85.37742,0.1475,1.1036,2.6976,9.1403,29.9236,13.72
85.38837,0.2197,1.1161,2.5542,0.1722,23.8191,27.2558
85.39915,0.2092,1.1041,2.5559,2.0884,21.1806,24.8131
85.41071,0.2051,1.0982,2.556,3.1347,18.8863,23.6125
85.42179,0.2054,1.0947,2.5545,3.8562,16.7201,23.3243
85.43252,0.2113,1.0913,2.5546,4.2066,15.4798,23.9268
85.44409,0.2203,1.0896,2.5525,4.5702,14.7425,25.3004
85.45528,0.2601,1.1734,2.4254,349.2497,21.0158,31.175
85.46621,0.2631,1.175,2.4231,349.1821,21.0229,32.4732
85.47749,0.2653,1.1763,2.4202,349.038,21.2026,33.827
85.48833,0.2665,1.1772,2.4182,348.9164,21.3227,34.7396
85.49943,0.2381,1.234,2.3586,344.5022,17.5561,29.6443
85.51063,0.2383,1.2332,2.3579,344.4747,17.4732,29.9293
85.52184,0.2391,1.2317,2.3576,344.4333,17.2466,30.0505
85.53311,0.2302,1.2553,2.3404,348.5489,11.9753,37.8683
85.54452,0.233,1.2547,2.3406,348.4542,11.532,38.0011
85.55531,0.2366,1.2542,2.341,348.2513,10.9779,38.2503
