time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
97.44398,0.2054,1.2746,0.3754,354.0067,18.8203,34.7919
97.45803,0.2029,1.2431,0.3839,349.5916,19.2744,31.0061
97.46866,0.2054,1.228,0.3918,347.4553,18.7364,28.8054
97.47758,0.2083,1.2143,0.3991,344.7877,18.1181,26.2321
97.48903,0.2191,1.3108,0.335,358.2083,20.1264,36.5519
97.49943,0.2266,1.2862,0.3423,353.4055,18.8983,33.7222
97.5108,0.2297,1.2631,0.3513,348.4844,18.455,31.0668
97.53668,0.2263,1.322,0.305,358.9298,21.5535,36.6662
97.55058,0.2364,1.2691,0.3225,345.8664,19.6869,29.3979
97.56007,0.2506,1.2476,0.3412,338.819,17.6324,26.0967
97.56927,0.2552,1.2346,0.3566,333.7022,16.9471,23.3681
97.5785,0.2587,1.2235,0.3753,328.3027,16.6555,20.5753
97.58903,0.2621,1.2167,0.3964,322.3845,16.7825,17.6626
97.60005,0.2504,1.3747,0.1974,358.7888,22.7055,35.5142
97.61067,0.2569,1.3498,0.2023,352.4677,22.2271,32.6218
97.62224,0.2619,1.3243,0.2107,345.1672,22.6014,29.2065
97.63288,0.2635,1.3063,0.2182,339.5135,23.6576,26.0982
97.64405,0.2754,1.3658,0.1527,359.6531,25.3445,33.4335
97.65476,0.2746,1.346,0.1523,355.2911,25.7719,30.2763
97.6663,0.273,1.3242,0.1539,350.4258,26.5077,26.449
97.67747,0.2873,1.3142,0.1573,0.2995,30.1735,30.1735
97.6884,0.2853,1.3006,0.1604,356.7105,30.7266,27.0904
97.69927,0.283,1.2871,0.1643,352.7511,31.7056,23.6738
97.71006,0.2815,1.2778,0.1674,349.6897,32.7592,20.9991
97.72168,0.2792,1.2684,0.1711,346.4776,34.2077,17.8673
97.73269,0.2753,1.2608,0.1754,344.1071,35.5881,14.9366
97.74397,0.2686,1.2526,0.1818,341.6862,37.4608,11.1436
97.7547,0.2834,1.2643,0.1404,1.8611,35.4671,28.6677
97.76649,0.2757,1.2554,0.1462,359.8356,36.0833,25.3221
97.77705,0.2706,1.2492,0.1503,357.9703,36.8669,22.656
97.78869,0.2577,1.2402,0.217,2.4582,38.9657,27.767
97.79919,0.2572,1.2399,0.219,0.9044,39.6502,26.0366
97.8103,0.2572,1.24,0.2198,359.7733,40.2224,24.8502
97.82246,0.2569,1.2397,0.2196,358.6912,40.9143,23.593
97.83266,0.2558,1.2392,0.2192,358.0162,41.4596,22.5747
97.84341,0.253,1.2382,0.2193,357.3747,42.1694,21.1501
97.85521,0.2489,1.2369,0.2201,356.9313,42.925,19.557
