time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
85.76601,0.1504,1.2655,1.9537,306.2545,347.8738,15.3627
85.77969,0.1604,1.2301,1.9588,302.9172,345.7282,16.9154
85.79053,0.1465,1.2877,1.9464,300.4584,343.3711,18.5552
85.79939,0.1535,1.2617,1.9487,297.9618,341.3628,20.1252
85.81078,0.1618,1.2291,1.9533,294.7283,338.6881,22.1636
85.82169,0.1683,1.2026,1.9585,292.0113,336.0779,24.2015
85.83285,0.1744,1.1776,1.9643,289.3808,332.8816,26.8366
85.84558,0.1817,1.1487,1.9727,286.2929,327.7477,31.2685
85.85588,0.1888,1.1202,1.983,283.3237,320.0727,38.2632
85.88024,0.1438,1.3088,1.9062,281.0785,310.3967,47.3728
85.89198,0.1617,1.246,1.9084,278.1857,268.7918,87.679
85.90044,0.1451,1.3167,1.8866,279.4547,242.4124,113.9531
85.91044,0.1496,1.2857,1.888,281.5143,227.5062,128.7343
85.92144,0.1553,1.2448,1.8936,285.1829,215.3759,140.8102
85.9333,0.1592,1.2091,1.9021,288.8269,209.0111,147.284
85.94395,0.163,1.1662,1.9172,293.5778,204.0569,152.5255
85.95473,0.1676,1.1242,1.9378,298.6682,200.8951,156.0159
85.96629,0.1732,1.0921,1.9578,302.9365,199.0717,158.0153
85.97741,0.1412,1.3327,1.8342,307.9561,197.1979,160.0833
85.98849,0.1445,1.2945,1.8385,312.0452,195.8728,161.6254
85.99905,0.1484,1.2514,1.8465,316.8214,194.6091,163.1746
86.01115,0.1337,1.3129,1.8456,320.6652,193.806,164.2597
86.021,0.1352,1.2728,1.852,325.3316,193.152,165.4701
86.03248,0.1348,1.2405,1.8598,329.2147,192.8737,166.4282
86.04367,0.1155,1.2513,1.9376,333.9152,192.8311,167.4968
86.05477,0.1144,1.2206,1.9502,338.6635,192.9553,168.5235
86.06586,0.1144,1.1968,1.9627,342.5951,193.1003,169.2833
86.07723,0.1165,1.1706,1.9795,347.2886,193.366,169.9636
86.0884,0.1193,1.152,1.9937,350.9471,193.6887,170.3659
86.09909,0.1216,1.1324,2.0107,355.0992,194.2229,170.9579
86.11044,0.1212,1.1182,2.0248,358.2932,194.6981,171.7411
86.1216,0.095,1.2478,1.929,1.7546,195.217,172.966
86.13291,0.0924,1.2325,1.9341,4.2749,195.5885,174.0711
86.14371,0.0893,1.2159,1.9407,7.0841,195.8338,175.5406
86.15524,0.0869,1.2006,1.9481,9.8184,195.9521,177.0045
86.16666,0.0674,1.2395,1.9596,11.9512,195.9668,177.9445
86.17738,0.0692,1.2282,1.9628,14.2379,195.9319,178.6351
86.18823,0.0716,1.22,1.9645,15.9251,195.9494,178.9408
